,addrbunho,address,cafe,cafe_id,image_url,franchise
970,1904,제주특별자치도 제주시 봉개동,쏠레일베이커리카페,1278387873,,0.0
971,914-2,제주특별자치도 제주시 도남동,베이징,21572324,,0.0
972,339,제주특별자치도 제주시 외도이동,외도339,104832990,http://t1.daumcdn.net/place/70ED803972D04686929894B4EB0B856D,0.0
973,309,제주특별자치도 제주시 우도면 연평리,보름코지,2017506919,,0.0
974,294-7,제주특별자치도 제주시 연동,유주씨,172316363,http://t1.daumcdn.net/place/86741A665DEA440989EA6399947448F3,0.0
975,282-21,제주특별자치도 제주시 연동,나비카페앤바,458775645,,0.0
976,208-8,제주특별자치도 서귀포시 강정동,블럭&비즈,1931412508,,0.0
977,1523-3,제주특별자치도 제주시 연동,컴플리트커피,25922832,http://t1.daumcdn.net/place/D28E61A22EE94E8AA647AAB24F6C5A31,0.0
978,1019-2,제주특별자치도 제주시 화북일동,러반로제 제주삼화지구점,1637545673,,0.0
979,6108-10,제주특별자치도 제주시 아라일동,모앙,723636395,http://t1.daumcdn.net/place/9319B4DA078447C094556556B29C32DA,0.0
980,3605-2,제주특별자치도 제주시 한경면 고산리,아리아커피,647397940,http://t1.daumcdn.net/localfiy/22DFD160F2204E3DA6A8F90D2D7E8A99,0.0
981,2002-14,제주특별자치도 제주시 이도2동,코디,26805894,http://t1.daumcdn.net/cfile/251D214A557ED9CD20,0.0
982,1397-1,제주특별자치도 제주시 건입동,더스카이,11096340,http://t1.daumcdn.net/place/986A39FF942246FD87FC6871BDDA5114,0.0
983,2615-2,제주특별자치도 제주시 노형동,모던룩,16699906,,0.0
984,2180,제주특별자치도 서귀포시 안덕면 덕수리,카페덕수리2180,1266121660,,0.0
985,1838-2,제주특별자치도 제주시 한경면 저지리,마쁘띠알자스,1888951831,,0.0
986,408-3,제주특별자치도 서귀포시 서귀동,콩툰 서귀포점,986756578,http://t1.daumcdn.net/place/179C01477D394AC78E592855A01AD39D,0.0
987,3003-1,제주특별자치도 제주시 아라이동,브루어스,1800146322,http://t1.daumcdn.net/place/4575B76A36A149E6AFE4A394CC6EEBD5,0.0
988,2916-1,제주특별자치도 제주시 한경면 판포리,바람커피,58891985,,0.0
989,1281-9,제주특별자치도 제주시 일도1동,길을묻는그대에게,21491919,,0.0
990,2850-5,제주특별자치도 서귀포시 상예동,소보리당로222,884276488,http://t1.daumcdn.net/place/CD5B1C3661684367879A07C179F61F40,0.0
991,286-16,제주특별자치도 서귀포시 서귀동,초연,397550442,,0.0
992,6117-8,제주특별자치도 제주시 아라일동,얌얌카페,25888529,,0.0
993,1654,제주특별자치도 제주시 삼양일동,호랑이와황금댕댕이,562609054,,0.0
994,408-10,제주특별자치도 제주시 이도2동,유,22892933,,0.0
995,63,제주특별자치도 제주시 구좌읍 월정리,어반스톤,901554745,,0.0
996,204-11,제주특별자치도 서귀포시 서귀동,올레길다방,783412126,,0.0
997,1993,제주특별자치도 제주시 삼양이동,제주SUP카페&펍,1401542278,,0.0
998,758-1,제주특별자치도 서귀포시 도순동,카페이공오,363250260,,0.0
999,288,제주특별자치도 서귀포시 안덕면 서광리,차롱지에스엘,1235739767,,0.0
1000,4152-4,제주특별자치도 제주시 조천읍 함덕리,있다카페앤펍 함덕점,61083430,,0.0
1001,397-130,제주특별자치도 서귀포시 서홍동,빽다방 제주서귀포시청점,27393506,http://t1.daumcdn.net/place/E801E97F72B142C0AB683AF0427C4D8E,1.0
1002,1174-5,제주특별자치도 제주시 이도2동,모아카페,2066988354,,0.0
1003,596-9,제주특별자치도 제주시 삼도2동,락희다방,11082627,,0.0
1004,24-6,제주특별자치도 서귀포시 안덕면 서광리,제주신화월드 웨스트힐라운지,400641476,,0.0
1005,1202-4,제주특별자치도 서귀포시 안덕면 상창리,고스란,1064130599,http://t1.daumcdn.net/localfiy/searchregister_716177110,0.0
1006,262-44,제주특별자치도 제주시 연동,음식카페,345266313,,0.0
1007,856-1,제주특별자치도 서귀포시 남원읍 신례리,카페나팅,1770500852,,0.0
1008,27-1,제주특별자치도 서귀포시 서호동,리틀비틀키즈카페 서귀포점,1299531543,http://t1.daumcdn.net/localfiy/searchregister_1263600492,0.0
1009,1569-25,제주특별자치도 제주시 삼양일동,리우카페,1562616227,http://t1.daumcdn.net/place/0FDEA910CD104F79BEA689C4C3895E03,0.0
1010,257-7,제주특별자치도 서귀포시 서귀동,금호다방,11389214,,0.0
1011,1990-12,제주특별자치도 제주시 이도2동,카페150화씨 이도점,1120305404,,0.0
1012,726-5,제주특별자치도 제주시 도남동,아띠랑스,1369010276,,0.0
1013,1293-1,제주특별자치도 제주시 한림읍 금능리,쉐프의뜰에커피나리다,1603626480,,0.0
1014,258-1,제주특별자치도 서귀포시 성산읍 삼달리,카페오름,21477321,http://t1.daumcdn.net/place/6B11E02DB0D84EB4BB94267CC20847CA,0.0
1015,2333-2,제주특별자치도 제주시 아라일동,카페더메드 제주아라점,26413942,http://t1.daumcdn.net/place/322E3AEA2FF24F5FBA10CB6F1F56E241,0.0
1016,1280-1,제주특별자치도 제주시 노형동,섬타르,1207320787,http://t1.daumcdn.net/localfiy/searchregister_1249336467,0.0
1017,529-9,제주특별자치도 제주시 삼도1동,깐니네,124449765,http://t1.daumcdn.net/localfiy/EF8D453E9DB0424EB56F628FDD37A4F9,0.0
1018,2043-1,제주특별자치도 제주시 이도2동,브레드앤리프,849791124,http://t1.daumcdn.net/place/0914313EC9D34B30844B98D7916C3FBB,0.0
1019,274-50,제주특별자치도 제주시 연동,달보드레,14532930,,0.0
1020,1996-4,제주특별자치도 서귀포시 남원읍 위미리,벨라위미,917328798,,0.0
1021,620,제주특별자치도 서귀포시 동홍동,쿠킹클래스카페어썸,859244724,,0.0
1022,2678-2,제주특별자치도 제주시 용담2동,카페7,328782649,http://t1.daumcdn.net/localfiy/searchregister_1087788211,0.0
1023,482,제주특별자치도 서귀포시 서귀동,아트에이치,1531257879,,0.0
1024,552-2,제주특별자치도 제주시 조천읍 교래리,교래카페,1525465944,http://t1.daumcdn.net/localfiy/70659556D83B472A9DBB661E68B0511D,0.0
1025,1775-4,제주특별자치도 제주시 이도1동,커피프린스,861439854,,0.0
1026,1303,제주특별자치도 제주시 일도일동,나무가꾸는꿈,26783660,,0.0
1027,945-20,제주특별자치도 제주시 노형동,제제,43273257,,0.0
1028,2331-5,제주특별자치도 제주시 연동,플로베,19814621,http://t1.daumcdn.net/place/04D6787756394BDB9A09F3CE899C40EE,0.0
1029,6151,제주특별자치도 제주시 아라일동,삼춘다방,27390788,http://t1.daumcdn.net/cfile/257CBE415688F60313,0.0
1030,1030-21,제주특별자치도 제주시 이도이동,블루모모,1957800805,http://t1.daumcdn.net/place/610B27693CD14333889C191E3B38C084,0.0
1031,1262-6,제주특별자치도 서귀포시 안덕면 덕수리,냠이와잡화점&카페,896264128,http://t1.daumcdn.net/localfiy/252AFF6306684A5F9D6A1EDE58FADAB2,0.0
1032,1106-4,제주특별자치도 제주시 건입동,제일떡집,1351952768,http://t1.daumcdn.net/place/55838CFCAEE9429F86600DFFD162CF6B,0.0
1033,1482-2,제주특별자치도 제주시 구좌읍 행원리,주네가네 키친앤카페,26919759,http://t1.daumcdn.net/place/6CBB73DF019C405A9C57F8508D277412,0.0
1034,292-9,제주특별자치도 제주시 연동,아라카페,483364635,,0.0
1035,1004-29,제주특별자치도 제주시 조천읍 함덕리,메가커피 함덕해수욕장점,859869387,,0.0
1036,677-1,제주특별자치도 제주시 건입동,노션커피,12893116,,0.0
1037,2611-2,제주특별자치도 제주시 노형동,안녕과자야,1169938804,http://t1.daumcdn.net/place/CA90BC2ECA92404BB3E855248EA57C3F,0.0
1038,2668-2,제주특별자치도 서귀포시 안덕면 사계리,유루유루,1966575765,http://t1.daumcdn.net/place/656660D84719457481721648F6FC86F5,0.0
1039,산 24,제주특별자치도 서귀포시 안덕면 서광리,제주신화월드 엠라운지,1649148676,http://t1.daumcdn.net/place/E298CFC88B3243DAB2EA036879C496E1,0.0
1040,1039-1,제주특별자치도 제주시 애월읍 고내리,가을남자의커피향기,1702038880,,0.0
1041,6095-14,제주특별자치도 제주시 아라일동,과일아삭,679764708,http://t1.daumcdn.net/place/A831244E50904AD0A80A583A78DC4738,0.0
1042,1520-6,제주특별자치도 서귀포시 안덕면 덕수리,준스팜스토리앤카페,954583433,http://t1.daumcdn.net/localfiy/50C864BA2CFE4DBF96F3E620C7DF9C20,0.0
1043,2033-1,제주특별자치도 제주시 구좌읍 평대리,카페마니,27167180,http://t1.daumcdn.net/place/F058B71904BC477094EC86DF235234B0,0.0
1044,289-23,제주특별자치도 서귀포시 서귀동,외인다방,9282158,,0.0
1045,1200-5,제주특별자치도 제주시 우도면 연평리,UDO1,112520029,http://t1.daumcdn.net/localfiy/FC90713BB1884D5EB856324F09C27592,0.0
1046,2028-3,제주특별자치도 서귀포시 중문동,키즈카페더럭,970358788,,0.0
1047,846,제주특별자치도 서귀포시 안덕면 사계리,미르빌카페,25646910,http://t1.daumcdn.net/place/7624F2DD06E0485C9F9237540B90D8ED,0.0
1048,1900-1,제주특별자치도 서귀포시 표선면 가시리,깡,1396414230,,0.0
1049,385-4,제주특별자치도 제주시 애월읍 하귀1리,카페미트,2117293311,http://t1.daumcdn.net/localfiy/E87097A826BB4FF1B9A0B45F7F75E054,0.0
1050,416-15,제주특별자치도 제주시 일도2동,지니어스키즈카페,1609166877,http://t1.daumcdn.net/localfiy/C86E004D60AE42FFA1ADE322ADD7CEB5,0.0
1051,362-1,제주특별자치도 서귀포시 성산읍 성산리,카페브로떼,834428289,http://t1.daumcdn.net/localfiy/searchregister_1264659230,0.0
1052,770-2,제주특별자치도 서귀포시 대정읍 하모리,루머팡모슬포점,16266379,http://t1.daumcdn.net/place/1737702D959540EE820FFDEA197AD826,0.0
1053,218,제주특별자치도 서귀포시 법환동,뺄락,500837796,http://t1.daumcdn.net/cfile/27606B345789BF6010,0.0
1054,1045-8,제주특별자치도 제주시 건입동,초이스폰카페,1796711727,,0.0
1055,2368,제주특별자치도 제주시 조천읍 조천리,조천틈,1614189965,http://t1.daumcdn.net/place/F3B37C746B6F4CDFA56A48C9115763EB,0.0
1056,443,제주특별자치도 제주시 애월읍 고성리,카페브리프,276957303,http://t1.daumcdn.net/localfiy/searchregister_1749345414,0.0
1057,1484-9,제주특별자치도 제주시 일도1동,봉다방,27127352,http://t1.daumcdn.net/place/4AF50D5AB27B48A998D5D7EF1228D238,0.0
1058,928-30,제주특별자치도 제주시 용담2동,풍양,1304505019,,0.0
1059,161-6,제주특별자치도 서귀포시 법환동,파파모아,616350321,,0.0
1060,1419,제주특별자치도 제주시 구좌읍 세화리,정다운다방,11327203,,0.0
1061,1476-47,제주특별자치도 제주시 일도1동,강원,1077012209,,0.0
1062,1611-1,제주특별자치도 서귀포시 안덕면 서광리,카페소리,1970448148,http://t1.daumcdn.net/cfile/2738314957E4EF4E26,0.0
1063,1394-11,제주특별자치도 제주시 아라이동,미세스테라,26530095,,0.0
1064,1054-6,제주특별자치도 제주시 노형동,토니페퍼커피,483523399,,0.0
1065,799,제주특별자치도 제주시 삼도일동,더벌브,153768001,,0.0
1066,1472-1,제주특별자치도 제주시 한림읍 금능리,카페무보,1247991740,,0.0
1067,1851-3,제주특별자치도 서귀포시 호근동,해브어싯,1570250119,http://t1.daumcdn.net/localfiy/searchregister_1361843876,0.0
1068,2572-6,제주특별자치도 제주시 용담삼동,노을코지,1572291358,http://t1.daumcdn.net/place/1A73ED0CEE754BC3A357B10A824DA70B,0.0
1069,1008-1,제주특별자치도 제주시 조천읍 함덕리,카페델문도,26867476,http://t1.daumcdn.net/place/509299E8831E4E789074288A8201779F,0.0
1070,8-8,제주특별자치도 제주시 구좌읍 한동리,제주인에이에이 카페,1735739279,http://t1.daumcdn.net/place/ECEE11033D684BE59B9325725407CA8D,0.0
1071,57-1,제주특별자치도 서귀포시 남원읍 신례리,유나카페,25548687,http://t1.daumcdn.net/place/4560E2D7115643659B3DA6E99E7F36F1,0.0
1072,2018-3,제주특별자치도 제주시 이도이동,케이독서실스터디카페,1870077858,,0.0
1073,409-7,제주특별자치도 제주시 일도2동,더베이직커피,1453676427,,0.0
1074,848-16,제주특별자치도 서귀포시 대정읍 하모리,노을카페,970092472,,0.0
1075,779,제주특별자치도 서귀포시 강정동,카페자리,1535905073,http://t1.daumcdn.net/localfiy/searchregister_1418227931,0.0
1076,1510-3,제주특별자치도 제주시 연동,올리제리수,1144598364,,0.0
1077,257-5,제주특별자치도 서귀포시 서귀동,뱅크다방,9062785,,0.0
1078,420-5,제주특별자치도 서귀포시 정방동,베트로커피,10395144,,0.0
1079,1549,제주특별자치도 제주시 애월읍 애월리,제레미,1170785054,http://t1.daumcdn.net/place/EAC00E923FDC4415A1EA02230F9136AD,0.0
1080,674-48,제주특별자치도 제주시 건입동,오다방,11186789,,0.0
1081,1365-5,제주특별자치도 제주시 한경면 조수리,토템오어,1723598209,http://t1.daumcdn.net/place/286053DC6FBB4E648201DD2414D71499,0.0
1082,592-1,제주특별자치도 서귀포시 상예동,플로우,981451981,http://t1.daumcdn.net/localfiy/FFE4DEB74DAB4D74BA221C4DA8F4D262,0.0
1083,476-6,제주특별자치도 서귀포시 동홍동,뷔쏭,26596609,http://t1.daumcdn.net/place/A717EEED4FF74A60A9F9CA1CBDEE6863,0.0
1084,4142-1,제주특별자치도 제주시 한림읍 귀덕리,매기의추억,24266478,http://t1.daumcdn.net/place/5A825FFA4F9D4C14A2372BB108C7FE78,0.0
1085,701,제주특별자치도 제주시 구좌읍 행원리,수카사,1444298172,http://t1.daumcdn.net/place/092DC4FEA3A9498EA9584EF62D430476,0.0
1086,999-9,제주특별자치도 서귀포시 하효동,미어,1667909845,http://t1.daumcdn.net/localfiy/searchregister_54746227,0.0
1087,625-1,제주특별자치도 서귀포시 성산읍 온평리,복카페,1545530268,http://t1.daumcdn.net/localfiy/08882961C5AD4CCD8DBFC44DC785AB5A,0.0
1088,1740-2,제주특별자치도 제주시 한림읍 협재리,슬랩,555396252,,0.0
1089,2343-3,제주특별자치도 제주시 노형동,늘봄커피편의점,20457359,,0.0
1090,1030-21,제주특별자치도 제주시 이도2동,카페아르,456977594,http://t1.daumcdn.net/localfiy/960C445C01504C3A95DD4538941E8D3F,0.0
1091,874-4,제주특별자치도 제주시 구좌읍 송당리,송당나무가드닝센터,609663252,http://t1.daumcdn.net/place/F2D4A47ADB164ABE98A4A4C38E812DF5,0.0
1092,4625,제주특별자치도 서귀포시 남원읍 위미리,스프링데일골프앤리조트 통나무카페,21464869,,0.0
1093,208-5,제주특별자치도 서귀포시 강정동,커피에반하다 제주강정점,1244234773,,1.0
1095,1537-8,제주특별자치도 제주시 연동,자전거빵카페스캇,692595658,,0.0
1096,506,제주특별자치도 서귀포시 상예동,마가렛펜션,1206631846,,0.0
1097,427-14,제주특별자치도 서귀포시 서귀동,전통란찻집,46385338,,0.0
1098,804,제주특별자치도 서귀포시 안덕면 창천리,까페물고기,21455816,http://t1.daumcdn.net/place/82DF0F85A29B45A5BA7EA17076343607,0.0
1099,1314-109,제주특별자치도 제주시 한림읍 한림리,동백다방,8335689,,0.0
1100,2026-11,제주특별자치도 제주시 이도2동,그러므로,25147552,http://t1.daumcdn.net/place/7DF881D562494648ABC44CB08AA46925,0.0
1101,365,제주특별자치도 제주시 이호일동,진브루어스,1216416117,,0.0
1102,산 272-33,제주특별자치도 제주시 조천읍 함덕리,카페머물다,25114893,http://t1.daumcdn.net/place/5B58CFA8DCEC4EEC84BB61A8FC768BAB,0.0
1103,2649-1,제주특별자치도 제주시 우도면 연평리,하얀산호카페,847261961,,0.0
1104,3786-1,제주특별자치도 제주시 노형동,프롬더럭 노형점,175437176,http://t1.daumcdn.net/place/5AB290400D8F401ABED484B1751BA960,0.0
1105,456,제주특별자치도 서귀포시 안덕면 서광리,레드노즈,27094256,,0.0
1106,1369,제주특별자치도 서귀포시 상효동,카페다락,1874799654,,0.0
1107,2555,제주특별자치도 제주시 용담삼동,카페 씨엘,25971741,http://t1.daumcdn.net/cfile/220A894F543B3C5336,0.0
1108,산 24,제주특별자치도 서귀포시 안덕면 서광리,스타벅스 제주신화월드R점,258547215,http://t1.daumcdn.net/place/83CA2D2165B2464F82FE62508A3DC151,1.0
1109,1183-33,제주특별자치도 제주시 이도이동,카페 오픈,1233788850,,0.0
1110,267-3,제주특별자치도 제주시 한경면 고산리,파구스소소,292772848,http://t1.daumcdn.net/localfiy/74C47EC1FA1C4241A7DFF5F410B1921B,0.0
1111,1-9,제주특별자치도 제주시 구좌읍 세화리,흙먹는고양이,2106887048,,0.0
1112,1877-6,제주특별자치도 서귀포시 표선면 가시리,뚜르셀프카페,2035112788,http://t1.daumcdn.net/localfiy/864D996CBF8D464598D8450C31E22D71,0.0
1113,1768-16,제주특별자치도 제주시 이도이동,타이완슈가 제주시청점,1076824196,http://t1.daumcdn.net/localfiy/64543CCD9BBF48758A0C0FC42C63F0E7,0.0
1114,1587-2,제주특별자치도 제주시 한림읍 한림리,해원커피숍,19331827,,0.0
1115,517-4,제주특별자치도 제주시 용담삼동,마이마더카페,26303937,http://t1.daumcdn.net/cfile/242D1F3D5461CDB308,1.0
1117,1603-2,제주특별자치도 제주시 애월읍 하귀1리,달콤커피 볼륨1603 제주하귀점,1461897927,http://t1.daumcdn.net/localfiy/912B84A3B22A4622AB86B8DF5B33A21B,1.0
1118,1275-11,제주특별자치도 제주시 노형동,스물다섯,1571910152,http://t1.daumcdn.net/place/D1A0C46ABDF64B638D272E88F9D6288A,0.0
1119,1245-5,제주특별자치도 제주시 이도일동,비엔광양지점,1693045837,,0.0
1120,1248-1,제주특별자치도 제주시 이도일동,알리바바 이도일점,1891544316,http://t1.daumcdn.net/localfiy/7E4A317D920849309928E860A348B6E4,0.0
1121,1611,제주특별자치도 제주시 한경면 판포리,울트라마린,1915903142,http://t1.daumcdn.net/place/242779CD00D2483DB7D656DDD8BCC1D0,0.0
1122,275,제주특별자치도 제주시 봉개동,카페평화쉼터,676716331,,0.0
1123,2378,제주특별자치도 제주시 용담삼동,알라스카인제주 용담점,26336425,http://t1.daumcdn.net/place/DE41FAEA7B564AEDA6FD612D20A744B8,0.0
1124,1260-1,제주특별자치도 제주시 삼도이동,베터플랫,1867906481,,0.0
1125,1416-1,제주특별자치도 제주시 한림읍 협재리,블랙스톤 협재지점,21522585,,0.0
1126,358-6,제주특별자치도 제주시 아라일동,제대가는길,24873832,http://t1.daumcdn.net/cfile/2753D33853916EDA0A,0.0
1127,2031-2,제주특별자치도 제주시 구좌읍 평대리,평대우유차,1455842682,,0.0
1128,2026,제주특별자치도 서귀포시 중문동,제주몽,25458704,http://t1.daumcdn.net/place/480F45CFE096417089702E45E649233C,0.0
1129,1315,제주특별자치도 제주시 연동,커피림,22459788,http://t1.daumcdn.net/cfile/224B464A55C487DF1D,0.0
1130,2999,제주특별자치도 제주시 애월읍 유수암리,갤러리이니앤카페,27528954,http://t1.daumcdn.net/place/36940AB967504443B99543D50BAD7E2F,0.0
1131,1759,제주특별자치도 제주시 구좌읍 하도리,혜밀,380586209,http://t1.daumcdn.net/localfiy/searchregister_186582036,0.0
1132,418-28,제주특별자치도 서귀포시 서귀동,배배커피,2027455892,,0.0
1133,2447-28,제주특별자치도 제주시 오라일동,문즈,20648195,,0.0
1134,1537-5,제주특별자치도 제주시 구좌읍 행원리,마커스카페,1916449850,,0.0
1135,392-21,제주특별자치도 제주시 일도2동,언리미티드 이스케이프,166623372,,0.0
1136,1350-1,제주특별자치도 제주시 한림읍 한림리,오렌지,15788593,,0.0
1137,1049-7,제주특별자치도 제주시 이도2동,카페주파수,1356521728,,0.0
1138,산 131,제주특별자치도 제주시 애월읍 고성리,아르크애월,915606273,,0.0
1139,103-5,제주특별자치도 제주시 노형동,커피99.9,26392726,http://t1.daumcdn.net/place/F1B848B2321745C184C76768CFFBB834,0.0
1140,6091,제주특별자치도 제주시 아라일동,플랜에이스터디라운지,1003258874,http://t1.daumcdn.net/place/39DE84BFC9A74EE781860CB7B2109454,0.0
1141,652-4,제주특별자치도 제주시 한경면 금등리,카페원웨이,378533601,http://t1.daumcdn.net/localfiy/searchregister_1502283331,0.0
1142,1364-1,제주특별자치도 제주시 한림읍 귀덕리,카페무스비,1549929774,http://t1.daumcdn.net/localfiy/FE1E6A4D46904EF2A16A42A8F1C6DC5B,0.0
1143,581-1,제주특별자치도 서귀포시 토평동,한라궁카페,1884615180,,0.0
1144,2619-15,제주특별자치도 제주시 도두일동,수제꽃차제주고팡,176233189,http://t1.daumcdn.net/localfiy/7A6BCBE2DBD34E7B9D4AA2660B17BDEC,0.0
1145,2761-1,제주특별자치도 제주시 용담이동,반지마을 제주1호점,1788938617,,0.0
1146,987,제주특별자치도 서귀포시 표선면 성읍리,조선드립480,622410128,,0.0
1147,1204-1,제주특별자치도 제주시 오라이동,예당,224781021,http://t1.daumcdn.net/place/2300B5EA66014456A5DA7147D209CDC3,0.0
1148,171-5,제주특별자치도 서귀포시 남원읍 위미리,위미로와,1954151604,,0.0
1149,1197,제주특별자치도 제주시 삼도이동,제주오리엔탈호텔 르시엘,1955021614,,0.0
1150,1145-1,제주특별자치도 서귀포시 남원읍 태흥리,에어그라운드,27335460,,0.0
1151,2406-3,제주특별자치도 서귀포시 남원읍 남원리,우드노트,761104985,http://t1.daumcdn.net/place/D71483D608474E4A89740D5E895ED133,0.0
1152,473-1,제주특별자치도 서귀포시 동홍동,이디야커피 서귀포동홍점,1561006804,http://t1.daumcdn.net/localfiy/C3DE992889314605B803D28CBFDF2A35,1.0
1153,3813-5,제주특별자치도 제주시 노형동,공차 제주한라대점,1307831887,,1.0
1154,3813-6,제주특별자치도 제주시 노형동,홍콩,650335330,,0.0
1155,341-2,제주특별자치도 제주시 외도이동,니모메,1146640630,http://t1.daumcdn.net/place/88459531E1A14639A675BC14586F0E5B,0.0
1156,1137-1,제주특별자치도 서귀포시 신효동,베케,1191128222,http://t1.daumcdn.net/localfiy/EAA0AD37F7324BCCAA54A9D84A569C0E,0.0
1157,319-1,제주특별자치도 제주시 외도이동,갤러리앤카페더몹시,1772131994,http://t1.daumcdn.net/localfiy/36F9617EA9054AA7A5900A2DD5F695A3,0.0
1158,476-1,제주특별자치도 제주시 외도일동,아인당구카페,881686777,http://t1.daumcdn.net/localfiy/8314713C2D404977B7C9437E8B4B4536,0.0
1159,615,제주특별자치도 서귀포시 서호동,꽃이다,1982450009,http://t1.daumcdn.net/localfiy/4E601746337047A0962A92C4BC9B5C3C,0.0
1160,85-3,제주특별자치도 서귀포시 남원읍 신례리,카페지니,26320023,http://t1.daumcdn.net/place/F90A5536FB98458AB3559143F47824B3,0.0
1161,1953-8,제주특별자치도 제주시 이도2동,건축카페,955911892,,0.0
1162,1288-5,제주특별자치도 제주시 노형동,자현사주카페,534835771,http://t1.daumcdn.net/localfiy/51F86D53C6D94640ACF884475FFBA416,0.0
1163,2675-3,제주특별자치도 제주시 애월읍 하귀2리,브런치노,25130846,,0.0
1164,1192,제주특별자치도 서귀포시 표선면 표선리,해비치바람의집 펜션&카페,562394462,http://t1.daumcdn.net/cfile/2579E13F571DE8F213,0.0
1165,305-15,제주특별자치도 서귀포시 서귀동,플레이커피랩,26885582,http://t1.daumcdn.net/place/CE9BA681757D4EC28851171DDE86EC9C,0.0
1166,2267-1,제주특별자치도 제주시 오라삼동,더오라,140584160,,0.0
1167,2827-3,제주특별자치도 제주시 용담1동,아띠마루커피랩,15584742,,0.0
1168,1314-3,제주특별자치도 제주시 한림읍 한림리,패션다방,9564207,,0.0
1169,594-3,제주특별자치도 서귀포시 성산읍 고성리,몰마농,1501515694,http://t1.daumcdn.net/localfiy/6E5D526BB56A48849677FF536C01E57D,0.0
1170,439-5,제주특별자치도 서귀포시 표선면 토산리,표선소담,2050296905,,0.0
1171,645-1,제주특별자치도 서귀포시 동홍동,아로하,26834722,,0.0
1172,1052-3,제주특별자치도 서귀포시 대정읍 하모리,앙카페앤바,27125450,http://t1.daumcdn.net/place/1F4C6784616C42378AD2153B1E05FB5F,0.0
1173,3644-2,제주특별자치도 제주시 구좌읍 세화리,안녕세화씨,903911822,http://t1.daumcdn.net/place/F8F26970AD2F423BAE669AD9D9438936,0.0
1174,1312,제주특별자치도 서귀포시 동홍동,커피의하루,1244354127,,0.0
1175,637-12,제주특별자치도 제주시 외도일동,피디에스PC카페 제주외도점,587086951,http://t1.daumcdn.net/localfiy/876290FFE76C439F85F816B53A6903AF,0.0
1176,208-1,제주특별자치도 서귀포시 강정동,놀숲 서귀포신시가지점,697235821,http://t1.daumcdn.net/place/2AF0AB86520E457EAE278FDC97ABC5CA,0.0
1177,2578-3,제주특별자치도 제주시 노형동,해마루카페,613506337,,0.0
1178,311-1,제주특별자치도 제주시 연동,모퉁이옆커피집,15689205,http://t1.daumcdn.net/place/3222E66C9BDF4F948D03DC2BAA755945,0.0
1179,2635-8,제주특별자치도 제주시 구좌읍 송당리,카페글렌코,1797467444,http://t1.daumcdn.net/place/9D6C2E2A0C124BFAB6658566594ED682,0.0
1180,1056-1,제주특별자치도 서귀포시 안덕면 화순리,etc,1610713371,,0.0
1181,1027-1,제주특별자치도 제주시 노형동,쿠잉,26872633,http://t1.daumcdn.net/localfiy/9AA5FC0649894658B873FCB2FF559FAC,0.0
1182,152,제주특별자치도 서귀포시 하효동,카페더불어,1191127342,,0.0
1183,3020-2,제주특별자치도 제주시 한림읍 귀덕리,토투가커피,1980286350,http://t1.daumcdn.net/place/046662409F2C4BB8AA745C5009A645C5,0.0
1184,131,제주특별자치도 서귀포시 법환동,오늘의바다,1131993961,http://t1.daumcdn.net/place/A800813D00A347588993BD86AF48BA5C,0.0
1185,965-1,제주특별자치도 제주시 애월읍 수산리,제주무이,24973813,http://t1.daumcdn.net/localfiy/F3528046E22347E2AEA4928B6DCDC0C7,0.0
1186,1380,제주특별자치도 제주시 이도일동,헬렌앤마리,727768810,http://t1.daumcdn.net/localfiy/E751E26A58114E4FBAB79A250BB9D38D,0.0
1187,643-4,제주특별자치도 서귀포시 동홍동,동홍동제이제이하우스,26890243,http://t1.daumcdn.net/cfile/2530B74D55CB01022E,0.0
1188,1314-79,제주특별자치도 제주시 한림읍 한림리,유리다방,17653387,,0.0
1189,2181-30,제주특별자치도 제주시 삼양이동,오도록커피,1054808227,,0.0
1190,1984-10,제주특별자치도 제주시 화북일동,감성커피,1247098851,,0.0
1191,415,제주특별자치도 제주시 애월읍 고내리,홍쓰팜,1016652171,http://t1.daumcdn.net/localfiy/5C3BCB38C3794ACD92BDFE3A0CC69C3A,0.0
1192,746-3,제주특별자치도 제주시 도남동,에린,23372722,http://t1.daumcdn.net/place/5B2AC6CE2E7A48DDB35C6A8DE3FE3A7B,0.0
1193,145-1,제주특별자치도 제주시 용담1동,금호다방,8797849,,0.0
1194,995-15,제주특별자치도 제주시 오라일동,다소니,10267331,http://t1.daumcdn.net/place/88A2BB0A829144CEA0924EBE41EA80E5,0.0
1195,870-1,제주특별자치도 서귀포시 안덕면 창천리,카페두가시,1456765484,http://t1.daumcdn.net/place/14AB3F5C2DFF477FADCFB0F006A07292,0.0
1196,1476-3,제주특별자치도 서귀포시 서호동,달콤한상점,1849446475,http://t1.daumcdn.net/place/E0E6E69C660941C195A557BB52021D85,0.0
1197,2338-4,제주특별자치도 제주시 아라일동,탐앤탐스 제주아라점,27608319,http://t1.daumcdn.net/place/8E2A1D049D3E4A4EA237C5E63DFF66B4,1.0
1198,3645-8,제주특별자치도 제주시 구좌읍 세화리,길다방,1499283160,,0.0
1199,2611-1,제주특별자치도 제주시 애월읍 광령리,공산명월,1685946722,http://t1.daumcdn.net/localfiy/C64CED5E63D44F5F9DCC8714C9E12D8B,0.0
